# Yale Bright Star Catalogue (BSC5), Hoffleit & Warren 1991, ADC/CDS V/50.
# Trimmed for the Simathon 02 demo. Source: tdc-www.harvard.edu/catalogs/bsc5.dat.gz
# ra_deg,dec_deg,vmag,b_v,dist_pc   (dist_pc = 0 means no usable parallax)
117.08458,-47.07778,4.710,1.060,166.7
117.54417,-9.18333,5.610,1.440,0.0
117.43833,-20.20694,6.560,0.580,0.0
117.31125,-35.24333,5.930,-0.050,0.0
117.69750,3.27722,6.180,1.120,333.3
117.52375,-19.52361,6.120,1.260,0.0
117.39750,-33.28889,5.600,1.610,0.0
117.98625,19.32528,5.990,1.130,0.0
117.73000,-11.12861,6.160,1.130,0.0
117.30958,-46.37333,4.110,-0.180,0.0
117.08000,-56.47111,6.330,1.010,0.0
117.36750,-44.75194,6.320,0.960,0.0
117.30375,-46.85778,5.840,-0.140,0.0
117.92500,1.76694,5.140,-0.120,83.3
117.75000,-24.52833,6.450,-0.010,0.0
118.03000,3.27722,6.310,1.590,0.0
117.27792,-56.41056,5.590,1.130,0.0
117.92042,-12.81944,6.360,0.390,0.0
117.94292,-13.89806,5.170,0.600,16.1
118.62208,47.38611,6.250,1.150,0.0
118.67792,47.56472,5.450,1.460,0.0
118.37417,26.76583,4.970,0.090,0.0
117.92875,-21.17389,5.630,0.960,0.0
117.67667,-44.57972,6.450,0.900,0.0
117.30375,-60.28361,5.780,0.420,0.0
117.59958,-50.50972,5.910,1.090,0.0
118.19958,-5.42806,5.760,0.410,0.0
118.07875,-14.84639,5.690,0.370,0.0
117.83542,-43.09556,6.320,-0.170,0.0
120.04875,73.91806,5.410,1.420,45.5
117.47833,-60.05111,6.720,1.240,0.0
119.11167,56.50444,6.720,0.000,0.0
117.91792,-42.88833,6.040,-0.180,0.0
118.06542,-34.70528,5.010,0.440,13.5
118.05417,-40.57583,3.730,1.040,32.3
117.42083,-66.19583,5.790,-0.040,0.0
121.19625,79.47972,5.420,-0.060,47.6
118.92000,35.41278,6.230,0.280,0.0
118.16125,-38.86306,4.490,-0.190,83.3
118.26458,-36.36389,5.430,1.160,28.6
118.91625,19.88389,5.350,-0.040,111.1
118.88083,8.86278,5.860,0.350,0.0
118.12375,-54.36722,5.700,-0.150,0.0
118.26542,-49.61306,4.630,-0.230,0.0
118.32583,-48.10306,4.240,-0.140,0.0
118.54583,-35.87750,5.490,-0.190,0.0
118.66625,-34.84694,6.150,1.530,0.0
119.09958,4.48583,6.170,0.980,0.0
119.56917,43.97750,6.340,1.060,0.0
119.24750,15.79028,5.780,1.280,0.0
118.80708,-30.91750,6.440,0.000,0.0
119.31625,8.64139,6.050,1.000,0.0
119.31750,1.12694,6.350,0.500,200.0
119.09500,-30.28528,6.330,1.660,0.0
118.75208,-52.58306,6.380,-0.010,0.0
118.94375,-43.84500,6.020,-0.110,0.0
119.21458,-22.88000,4.200,0.720,43.5
119.52417,7.21361,6.410,-0.040,0.0
119.63125,16.51861,5.990,1.470,0.0
118.72167,-57.30306,5.630,1.300,111.1
120.33625,59.04750,5.770,0.390,0.0
119.10125,-40.73639,6.780,-0.180,0.0
124.22417,84.05778,6.490,0.030,0.0
120.42667,60.32444,6.010,0.140,0.0
119.58583,2.22472,5.290,0.920,37.0
119.24125,-42.40611,6.090,1.360,0.0
120.62833,63.09028,6.400,0.590,0.0
119.41708,-30.33472,4.790,0.150,40.0
119.24125,-43.50028,5.350,-0.180,0.0
119.89625,13.24222,6.020,1.320,0.0
119.32667,-44.10972,5.090,-0.170,0.0
119.19458,-52.98222,3.470,-0.180,250.0
119.33333,-47.89028,6.220,-0.100,142.9
120.64917,57.27361,6.490,0.620,26.3
119.07750,-60.52639,5.740,1.550,0.0
119.46583,-45.57778,5.170,1.270,111.1
119.93375,-3.67972,4.930,1.210,125.0
119.77375,-23.31056,5.110,1.120,0.0
120.23292,25.39278,5.830,1.020,0.0
120.20000,19.81611,6.250,1.110,0.0
119.21125,-59.12639,6.250,2.080,0.0
120.25292,23.58306,6.340,0.000,100.0
120.19708,17.30861,5.550,1.320,0.0
119.56000,-49.24500,4.410,-0.170,0.0
120.47958,35.41306,6.340,1.560,0.0
119.96667,-18.39917,4.610,0.080,47.6
120.43250,25.08972,6.310,0.010,0.0
119.58917,-51.44861,6.440,0.250,0.0
120.37625,16.45528,5.990,-0.020,0.0
120.18375,-2.88167,6.510,-0.070,0.0
120.30750,4.87972,5.650,0.000,0.0
119.75750,-45.21611,5.990,-0.140,0.0
119.44542,-60.30333,5.600,0.570,16.1
119.30208,-63.29694,6.140,-0.100,0.0
119.86833,-39.29722,5.240,0.390,26.3
120.30542,-1.39250,4.680,1.490,111.1
119.80125,-49.97667,6.320,0.000,0.0
119.80583,-49.97361,6.340,0.000,0.0
120.46125,8.91389,6.220,0.570,0.0
120.56625,2.33444,4.390,1.250,41.7
120.08167,-45.45694,6.610,1.270,0.0
119.71042,-60.82444,5.810,-0.090,0.0
120.06208,-48.98139,6.020,0.040,0.0
120.87958,27.79417,4.940,1.120,62.5
120.60833,-6.33722,6.330,0.620,142.9
120.12042,-48.87139,6.120,-0.110,0.0
119.91750,-60.20750,6.330,-0.060,0.0
119.90667,-60.58694,5.170,1.740,0.0
120.40583,-37.28361,5.950,0.140,0.0
120.52583,-37.05056,6.340,1.620,0.0
120.20792,-54.15139,5.870,-0.140,0.0
120.34542,-54.51500,6.100,-0.040,0.0
121.18833,18.84222,6.150,-0.050,0.0
120.08333,-63.56750,4.820,-0.170,0.0
120.76708,-32.46389,5.820,1.220,0.0
120.38125,-55.45500,6.280,-0.150,0.0
120.68667,-41.31000,5.520,-0.150,0.0
121.26875,13.11806,5.120,0.010,43.5
121.40417,27.52972,6.210,0.010,142.9
120.89625,-40.00333,2.250,-0.260,0.0
120.87292,-42.94861,6.290,1.010,0.0
121.79125,43.26028,6.260,-0.020,0.0
121.17292,-19.72806,6.130,-0.160,0.0
121.57667,22.63556,5.990,1.660,0.0
121.06750,-32.67500,5.310,1.910,41.7
119.81708,-73.24472,6.340,0.140,0.0
121.45667,-0.57361,6.410,1.050,0.0
122.11417,51.50667,4.840,0.050,0.0
121.61458,-9.24500,6.230,-0.070,0.0
122.51583,58.24806,5.930,1.390,0.0
121.94083,21.58167,5.300,0.630,29.4
121.43708,-33.56917,6.140,1.110,0.0
121.17667,-50.59056,5.950,1.210,0.0
121.33500,-46.97889,6.190,-0.150,0.0
121.26667,-53.10806,5.530,1.340,50.0
122.34625,42.43056,6.270,1.270,0.0
123.20333,68.47417,5.320,1.040,47.6
121.82500,-20.55472,5.380,0.100,0.0
122.17667,13.64083,6.270,0.430,0.0
121.88583,-24.30417,2.810,0.430,28.6
121.17875,-62.83611,6.300,-0.100,0.0
121.66833,-45.26639,5.050,1.500,0.0
122.14833,-2.98389,4.340,0.970,333.3
122.23708,-11.33972,6.320,0.010,0.0
122.18125,-20.36306,6.360,0.160,0.0
122.61333,25.50722,5.730,0.810,34.5
122.25667,-19.24500,4.400,-0.150,0.0
122.84000,38.73139,6.580,0.590,0.0
122.36875,-16.24889,5.680,-0.170,0.0
122.15667,-37.68139,6.370,-0.040,0.0
122.27792,-30.32250,6.650,1.400,0.0
126.13708,82.43083,6.320,0.010,0.0
122.74500,14.62944,6.230,0.020,0.0
122.29250,-35.45500,6.200,0.890,0.0
123.45917,56.45222,5.850,1.010,0.0
122.81917,9.82111,6.070,-0.100,0.0
122.66583,-13.79917,5.540,0.490,21.3
122.29000,-48.68444,5.700,-0.120,0.0
122.39958,-44.12278,5.210,-0.190,0.0
122.44875,-42.64056,6.260,-0.040,58.8
122.37208,-47.34583,4.270,-0.230,0.0
122.38333,-47.33667,1.780,-0.220,58.8
123.05292,17.64778,5.630,0.540,25.6
123.05292,17.64778,6.020,0.540,25.6
123.05542,17.64778,6.200,0.600,25.6
122.81792,-12.92694,4.720,0.950,32.3
122.88750,-7.77250,5.360,0.890,83.3
122.43000,-47.93750,5.230,-0.210,0.0
123.09208,14.00389,6.540,0.000,0.0
123.28708,29.65667,5.640,-0.070,0.0
124.88417,75.75694,5.540,0.900,0.0
122.10208,-63.80111,6.280,-0.060,0.0
122.39000,-56.08556,5.660,0.210,0.0
122.75667,-37.29222,6.440,-0.010,0.0
122.25292,-61.30250,4.760,0.430,18.2
123.96042,60.38056,6.450,0.200,0.0
123.24917,16.51417,6.010,0.890,0.0
121.98250,-68.61722,4.350,-0.110,0.0
123.42375,23.13778,6.560,0.110,0.0
122.83958,-39.61861,4.450,1.620,0.0
122.85792,-42.98722,4.750,0.180,250.0
122.79625,-48.46194,5.820,-0.150,0.0
123.54625,17.67583,6.470,0.300,0.0
123.33333,-15.78833,4.990,1.070,33.3
123.19167,-29.91083,6.520,0.060,0.0
123.58750,13.04833,6.380,0.000,0.0
123.00000,-46.64417,5.760,0.590,0.0
123.21458,-37.92444,6.430,0.100,0.0
123.12875,-46.26417,6.030,-0.110,0.0
124.46000,59.57111,5.640,0.160,0.0
125.16792,72.40722,5.980,1.540,0.0
123.37333,-35.89972,4.780,-0.110,0.0
123.42125,-33.56917,6.370,1.140,0.0
123.54583,-32.14083,6.060,-0.160,0.0
123.49333,-36.32250,5.080,-0.190,0.0
123.49500,-36.34111,6.110,-0.180,0.0
123.55500,-35.49056,5.780,1.020,0.0
123.51208,-40.34806,4.440,1.170,100.0
123.40083,-46.99194,5.130,-0.140,0.0
124.82208,62.50722,5.710,0.890,0.0
124.56583,54.14361,6.270,1.540,0.0
123.39208,-50.19611,5.510,1.610,142.9
124.14125,11.72639,7.130,1.560,47.6
124.12875,9.18556,3.520,1.480,83.3
123.59958,-45.83444,5.830,-0.200,0.0
123.96875,-30.92583,6.210,0.780,111.1
124.38208,8.86611,6.290,0.980,0.0
123.99542,-35.90278,6.160,1.550,0.0
125.10875,57.74333,5.890,0.390,0.0
124.22583,-21.32028,6.600,0.020,0.0
123.84708,-50.44944,6.440,1.490,0.0
124.34625,-16.28500,6.160,0.010,0.0
125.12125,53.57444,6.490,0.280,0.0
124.59958,-12.63194,5.980,0.760,12.2
123.81625,-62.91583,5.160,0.090,32.3
124.49292,-30.00333,6.450,1.040,0.0
125.01625,27.21778,5.140,0.470,16.4
125.68375,60.63111,6.410,0.970,66.7
125.08750,20.74778,5.830,1.130,0.0
124.81292,-10.16583,6.320,0.330,0.0
124.57250,-35.45167,5.580,1.240,0.0
124.55250,-37.37417,6.700,0.230,111.1
125.13375,24.02222,5.980,-0.030,0.0
124.95792,3.94778,6.050,0.970,0.0
124.63875,-36.65944,4.450,0.220,17.5
125.05458,-0.90944,6.180,0.600,0.0
125.07125,-5.32917,6.130,1.330,0.0
124.87250,-34.59028,6.430,-0.080,0.0
124.48250,-59.16694,6.420,0.390,0.0
125.70875,43.18806,4.250,1.550,43.5
125.11417,-22.92472,6.130,1.040,0.0
125.95208,53.21972,5.510,0.110,33.3
125.33417,-1.60222,6.500,0.020,111.1
125.33833,-20.07917,5.580,0.770,0.0
124.57875,-65.61333,5.070,1.150,76.9
125.47750,-17.58639,5.750,1.050,0.0
125.34583,-33.05444,4.830,1.450,33.3
125.33750,-36.48444,5.200,-0.190,0.0
125.84083,18.33222,5.950,0.170,90.9
125.62583,-6.17917,6.150,0.220,0.0
125.35083,-39.62083,6.160,0.170,0.0
126.17833,42.00500,6.020,1.590,0.0
125.72500,-7.54333,5.960,1.670,0.0
125.69500,-13.05472,6.110,1.000,0.0
125.98000,10.63194,6.080,1.490,0.0
125.70792,-26.34806,5.900,0.370,0.0
126.27042,35.01139,6.060,1.270,0.0
125.30000,-57.97306,5.970,-0.090,0.0
125.63167,-48.49028,4.820,-0.150,0.0
126.15167,-4.71694,6.010,0.460,0.0
125.82167,-38.28583,6.320,1.630,0.0
126.14583,-3.75111,5.610,0.460,17.5
125.28208,-64.10611,6.120,0.930,0.0
126.45792,17.04611,6.140,0.410,28.6
125.73000,-52.12389,5.850,0.010,0.0
124.95417,-71.51500,5.370,-0.060,0.0
125.00292,-71.50528,5.650,-0.100,0.0
127.44250,67.29750,5.880,0.970,0.0
126.61542,27.89361,5.570,1.400,0.0
126.39792,2.10222,5.730,1.530,0.0
126.47833,7.56444,5.130,0.940,62.5
125.62833,-59.50972,1.860,1.280,0.0
126.22958,-23.15361,5.680,0.060,0.0
126.90333,45.65306,6.320,0.620,21.7
126.69500,26.93444,6.320,0.180,100.0
126.69583,26.93528,6.300,0.180,100.0
126.66583,24.53417,7.020,0.320,47.6
126.66708,24.53528,7.810,0.520,47.6
126.41500,-3.90639,3.900,-0.020,38.5
126.26542,-24.04611,5.280,1.480,32.3
126.32958,-21.04583,6.010,0.400,0.0
126.41417,-17.43944,6.440,0.000,0.0
124.63167,-76.91972,4.070,0.390,18.9
126.68292,12.65444,5.500,1.600,33.3
126.48167,-14.92972,5.980,0.170,0.0
126.61333,-3.98750,5.590,0.220,35.7
126.23833,-42.76944,5.980,-0.170,0.0
127.56625,60.71806,3.360,0.840,111.1
126.67458,-12.53444,5.540,1.190,0.0
126.82167,-6.40972,6.590,0.510,0.0
126.46625,-42.15333,5.470,-0.150,0.0
126.57333,-39.05944,6.530,-0.090,200.0
126.57583,-39.06028,7.250,0.080,200.0
127.15333,24.14472,6.100,0.240,0.0
126.37917,-51.72806,5.170,-0.160,0.0
126.71167,-29.21528,6.730,-0.050,0.0
128.22250,69.32000,6.310,1.350,0.0
127.15542,14.21083,5.950,0.190,0.0
125.51833,-73.40000,5.290,0.010,100.0
126.88875,-20.84389,6.560,0.040,0.0
126.81833,-31.67306,6.330,0.900,0.0
127.12167,-2.51722,6.390,0.330,66.7
127.08208,-8.81611,6.430,1.200,0.0
126.97292,-26.13250,6.620,0.110,0.0
125.16042,-77.48444,4.350,1.160,27.8
126.60500,-52.80750,6.050,0.060,0.0
127.21208,-9.74833,6.000,0.420,0.0
126.99708,-35.11389,5.750,-0.150,0.0
127.14958,-23.07167,6.510,0.050,0.0
127.22208,-20.95028,6.670,-0.060,0.0
126.46500,-64.60083,5.970,0.960,0.0
126.43417,-66.13694,3.770,1.130,23.8
127.83292,37.26583,6.180,-0.030,0.0
126.86417,-55.01167,6.530,-0.020,0.0
126.90208,-53.08861,5.090,0.250,47.6
128.13958,53.11472,6.240,1.010,0.0
129.20292,74.72361,6.310,0.000,0.0
127.36500,-27.33250,6.700,-0.130,0.0
128.65083,65.14500,5.470,0.180,58.8
127.87708,24.08111,5.750,0.280,0.0
127.28167,-44.16056,5.790,-0.160,0.0
127.89875,18.09444,5.350,1.560,0.0
127.26958,-47.92917,5.330,-0.140,0.0
127.36500,-44.72500,4.990,-0.160,0.0
128.22917,38.01639,5.900,1.110,90.9
127.97750,9.81444,6.830,-0.070,0.0
127.61917,-32.15944,5.650,1.490,0.0
127.44000,-46.33194,5.990,-0.150,0.0
127.62333,-36.72111,6.690,1.950,0.0
128.34083,36.43639,6.240,0.360,31.2
128.17708,20.44111,5.330,1.250,76.9
127.87875,-19.57750,5.420,-0.060,333.3
127.40125,-55.19111,6.360,0.800,0.0
128.25042,24.08472,6.360,1.020,37.0
126.82042,-70.09333,5.530,-0.030,0.0
127.66333,-44.73722,6.300,-0.020,0.0
128.16625,10.06611,6.460,-0.020,0.0
127.85250,-39.06417,6.310,-0.150,0.0
128.13875,-15.02944,6.380,0.270,0.0
127.79500,-47.86667,6.390,-0.150,0.0
128.43792,13.25722,6.280,1.170,0.0
128.68250,36.41944,5.780,0.040,0.0
128.43125,4.75667,5.870,1.070,0.0
129.92750,73.62972,6.150,1.020,66.7
128.55542,8.45194,6.030,0.330,0.0
128.27000,-24.60639,6.190,0.270,62.5
127.87333,-54.39417,6.340,1.310,0.0
128.50667,-2.15167,5.810,0.000,0.0
128.21458,-31.50083,6.380,0.790,11.6
128.24417,-34.63389,6.360,0.950,0.0
128.02000,-53.21222,5.690,0.580,0.0
128.83083,19.59000,6.580,0.680,0.0
128.33292,-38.37111,6.490,-0.180,0.0
128.40958,-38.84889,5.960,-0.140,0.0
128.37667,-46.97111,6.240,1.560,0.0
129.79875,65.02083,5.640,0.620,13.7
128.85375,2.74361,6.330,1.020,0.0
126.08250,-80.91417,5.690,1.020,0.0
129.03208,15.31361,6.320,0.000,0.0
128.96250,6.62000,5.990,0.520,19.2
128.96375,6.62250,7.250,0.710,19.2
128.63208,-32.59861,6.430,0.750,0.0
128.86750,-7.98222,5.720,-0.030,0.0
128.62208,-37.61139,6.300,1.560,0.0
129.59250,53.40139,5.660,0.960,0.0
129.79250,59.93944,6.480,0.000,0.0
128.87000,-26.84361,5.960,0.370,0.0
130.05333,64.32778,4.600,1.170,62.5
128.80250,-39.97000,6.470,0.580,0.0
129.75000,52.92500,6.420,0.000,0.0
129.27417,9.65556,5.880,0.090,0.0
128.68167,-49.94417,5.010,1.330,111.1
129.82333,52.71167,5.910,1.170,0.0
129.57917,32.80194,5.940,1.120,0.0
129.41417,5.70361,4.160,0.000,30.3
129.36292,-4.93361,6.190,1.050,0.0
129.52167,9.57472,6.530,-0.020,0.0
128.96708,-50.97000,5.800,-0.130,0.0
128.83167,-58.00917,4.860,1.000,58.8
128.81417,-58.22500,5.260,-0.140,0.0
129.58458,-6.66250,6.510,0.440,0.0
128.17583,-73.35667,6.120,0.950,0.0
129.68917,3.34139,4.440,1.210,28.6
129.37375,-33.74583,6.480,0.330,0.0
129.46750,-26.25500,5.270,-0.040,26.3
129.33292,-40.14750,6.550,0.600,16.9
130.25458,45.83389,5.370,0.990,66.7
130.07625,31.94194,6.100,0.000,0.0
129.85250,8.01722,6.450,1.080,0.0
129.66792,-19.73694,6.330,1.590,200.0
129.41125,-42.98917,4.140,0.110,55.6
130.02667,20.00778,6.390,0.980,0.0
130.09208,19.67000,6.440,1.020,0.0
130.11250,19.54500,6.300,0.170,0.0
129.78333,-22.66194,5.050,0.730,15.9
130.00625,-12.47528,4.980,1.420,43.5
129.32833,-62.85361,5.470,1.020,50.0
129.92708,-29.56111,4.890,0.900,47.6
129.84208,-36.60694,6.130,0.420,41.7
129.68708,-53.09056,6.470,-0.100,0.0
130.75083,46.90111,6.220,0.960,0.0
130.25667,-9.05194,6.630,-0.020,0.0
130.02583,-35.30833,3.970,0.940,55.6
130.08042,-40.26417,5.200,-0.010,0.0
129.84917,-53.43972,5.480,-0.160,0.0
130.43042,-15.94333,4.880,1.060,31.2
129.99000,-53.05500,5.190,-0.140,0.0
129.80500,-60.31722,6.360,0.000,76.9
130.14708,-45.19139,5.710,1.650,0.0
130.15667,-46.64889,3.840,0.710,32.3
130.54083,-11.96611,6.450,0.160,0.0
130.07333,-52.92194,3.620,-0.180,0.0
130.07250,-53.01528,5.610,-0.140,0.0
130.82125,21.46861,4.660,0.020,62.5
130.80125,12.68083,5.640,0.390,0.0
131.04208,36.91806,6.330,0.000,0.0
130.30458,-47.31694,4.770,0.120,0.0
130.27208,-48.92250,5.900,-0.210,0.0
130.80625,3.39861,4.300,-0.200,0.0
130.18167,-57.54528,6.340,0.200,45.5
130.48708,-45.41083,5.230,0.210,0.0
130.15417,-59.76111,4.330,-0.110,0.0
130.99875,4.33472,6.370,-0.060,0.0
130.91833,-7.23361,4.620,0.840,142.9
129.77167,-70.38694,5.200,0.010,166.7
131.17125,18.15417,3.940,1.080,40.0
130.56667,-48.09917,5.510,-0.180,0.0
130.73750,-35.94333,6.420,0.020,0.0
131.33917,30.69778,6.130,0.940,125.0
131.18750,10.08167,5.660,-0.110,0.0
130.57875,-53.10000,5.520,-0.150,0.0
130.60625,-53.11389,4.860,-0.170,0.0
130.89792,-33.18639,3.680,-0.180,0.0
131.25542,5.68056,6.130,0.200,0.0
132.20583,66.70806,6.200,-0.110,0.0
130.58708,-55.77417,6.290,1.180,0.0
131.33667,-2.60083,6.410,0.520,200.0
131.23000,-21.16778,6.110,0.220,0.0
131.66667,28.76528,6.570,0.040,58.8
131.67417,28.76000,4.020,1.010,58.8
130.91792,-49.82278,5.160,-0.200,0.0
131.10000,-42.64917,4.070,0.870,19.6
131.51042,-2.04889,5.700,1.100,0.0
131.21625,-37.14722,5.760,-0.150,0.0
131.52875,-11.00639,6.250,1.610,0.0
131.73333,12.11000,5.870,0.110,0.0
131.69417,6.41889,3.380,0.680,37.0
131.45542,-25.38750,6.100,0.080,0.0
131.59375,-13.54778,4.320,0.900,76.9
131.17583,-54.70833,1.960,0.040,19.6
131.81250,-1.89722,5.290,0.040,50.0
131.50708,-46.04167,3.910,0.000,333.3
131.59917,-41.12556,6.210,-0.050,0.0
131.27208,-58.72500,6.210,-0.090,166.7
131.70500,-34.62278,6.370,-0.130,0.0
130.97625,-68.21167,6.320,1.500,0.0
132.10833,5.83778,4.360,-0.040,71.4
132.02042,-6.55861,6.090,1.280,0.0
131.62750,-45.91278,5.460,0.270,0.0
131.12500,-65.82556,6.050,0.200,0.0
131.82875,-46.15556,5.750,0.560,0.0
131.91875,-41.73722,6.360,0.580,34.5
131.67708,-56.76972,4.490,-0.170,0.0
132.63417,33.28528,6.250,0.490,0.0
132.34042,-3.44306,5.310,-0.090,0.0
132.03667,-42.46389,6.430,-0.200,0.0
130.33125,-78.96333,5.470,-0.100,0.0
132.00083,-52.85056,6.300,-0.100,0.0
132.68792,18.83222,6.160,-0.010,0.0
133.34417,61.96222,5.730,0.280,0.0
133.27458,59.05611,6.250,0.000,0.0
132.43708,-21.04861,6.470,0.230,0.0
132.98667,43.72667,5.150,0.980,55.6
133.04833,45.31250,5.990,1.260,0.0
132.75625,15.35056,6.380,0.640,0.0
133.04167,42.00250,5.990,1.250,0.0
132.46458,-32.78056,5.210,0.870,35.7
132.50917,-29.46306,5.870,0.950,0.0
132.41333,-40.32056,5.480,0.060,27.8
132.59000,-28.61806,6.170,-0.080,0.0
132.46833,-39.14167,6.390,0.230,0.0
132.63292,-27.71000,4.010,1.270,30.3
133.14417,32.47417,5.660,0.220,0.0
132.44875,-45.30806,4.930,0.050,83.3
133.11917,28.25917,6.230,1.620,0.0
133.14917,28.33083,5.950,0.870,13.5
132.89375,-7.17722,5.540,0.150,90.9
130.80167,-79.06972,6.050,0.230,0.0
132.58750,-42.09000,6.000,-0.100,0.0
133.10083,5.34000,6.330,0.120,0.0
132.63958,-46.52917,5.100,-0.210,0.0
133.48208,35.53833,6.140,0.040,0.0
133.12792,-13.23361,6.130,1.140,0.0
132.86625,-42.50444,6.550,0.040,0.0
134.15625,64.60389,5.580,0.860,0.0
133.56125,30.57944,5.390,1.050,200.0
133.10875,-32.50917,6.500,1.460,0.0
133.16083,-36.54556,6.420,0.560,0.0
133.20000,-38.72417,5.820,1.500,0.0
132.90250,-57.63361,5.590,-0.110,0.0
132.64500,-66.79306,5.350,0.420,32.3
133.57458,-5.43444,6.000,0.670,11.8
133.16083,-48.35917,5.910,-0.150,0.0
133.91542,27.92750,5.220,1.000,0.0
133.84542,17.23139,6.640,3.360,142.9
133.17000,-52.12917,6.390,0.000,0.0
131.48000,-79.50444,5.790,1.600,0.0
132.45958,-72.55083,6.110,0.200,0.0
134.20833,45.63194,5.740,1.090,0.0
134.12708,40.20167,5.890,0.350,0.0
133.84833,5.94556,3.110,1.000,28.6
133.46125,-40.44750,6.470,0.960,0.0
133.26583,-56.64944,6.030,-0.020,0.0
133.98167,11.62611,5.410,1.460,0.0
133.46125,-47.52083,5.330,0.260,52.6
133.87292,-7.97028,6.910,0.000,250.0
133.87333,-7.97111,6.670,0.220,250.0
133.80167,-18.24139,5.750,1.320,0.0
134.23583,32.91028,5.450,0.120,90.9
133.88125,-27.68194,4.890,0.110,27.0
134.15375,4.23667,6.140,1.000,0.0
134.28417,17.14389,6.170,1.000,0.0
133.98292,-23.81833,6.390,0.160,0.0
133.45292,-60.35417,5.780,-0.080,0.0
134.31208,15.32278,5.200,0.150,0.0
133.83042,-45.04167,6.260,-0.160,0.0
134.49458,30.23361,6.290,0.430,0.0
134.14208,-16.70944,5.960,1.540,0.0
134.39667,15.58139,5.670,0.200,0.0
134.61458,35.80250,6.510,-0.010,0.0
134.42500,9.38778,6.190,0.980,0.0
133.72500,-58.24000,6.380,-0.110,0.0
134.80167,48.04167,3.140,0.190,13.3
133.79958,-54.96556,5.710,0.480,0.0
133.76167,-60.64472,3.840,-0.100,0.0
134.62167,11.85778,4.250,0.140,41.7
134.53417,1.54167,6.590,0.060,0.0
134.08083,-52.72361,4.690,-0.120,50.0
134.88583,32.41861,5.200,0.930,0.0
135.63625,67.62972,4.760,1.530,71.4
134.79500,18.13472,6.380,1.550,0.0
134.68292,-16.13278,5.860,0.530,35.7
135.16000,41.78278,3.970,0.440,14.3
135.12833,37.60444,6.440,0.000,0.0
138.83833,84.18111,6.330,0.300,0.0
134.24333,-59.22944,4.920,-0.190,0.0
134.48250,-48.57333,5.870,1.070,0.0
134.91625,-19.20806,6.180,0.460,0.0
134.81542,-28.80611,6.250,1.000,0.0
135.41917,39.71333,6.360,0.300,0.0
135.35042,32.25250,5.820,0.000,0.0
134.71792,-47.23472,5.180,0.250,76.9
135.45375,27.90278,6.070,0.000,0.0
135.38083,5.64083,6.070,1.110,0.0
135.02250,-41.25389,4.450,0.650,33.3
136.00167,54.28389,5.750,0.020,0.0
135.09250,-43.17333,6.070,-0.160,0.0
135.90625,47.15667,3.600,0.000,62.5
135.68458,24.45278,5.450,-0.040,333.3
135.49167,-0.48278,5.670,1.150,0.0
135.29750,-26.66389,6.200,1.130,0.0
134.85042,-59.08361,5.160,0.420,18.5
135.68667,7.29806,5.850,1.110,0.0
135.33667,-41.86444,5.550,-0.140,0.0
136.04125,27.89833,6.380,0.000,0.0
135.52667,-39.40250,6.270,1.000,0.0
136.35042,48.53028,5.950,0.450,0.0
135.19042,-60.96389,5.790,1.210,0.0
135.43583,-52.18833,5.230,-0.120,125.0
136.23000,32.37694,6.460,0.240,0.0
135.78667,-25.50444,6.740,-0.030,0.0
136.67958,59.34444,6.450,0.040,0.0
137.09833,66.87333,5.140,1.510,90.9
135.28542,-68.68389,5.880,1.630,0.0
135.77167,-53.54972,6.400,-0.090,0.0
136.63250,38.45222,4.560,1.040,47.6
136.49333,5.09222,4.970,1.220,90.9
136.03875,-47.09778,3.750,1.200,50.0
135.61167,-66.39611,4.000,0.140,19.6
137.59667,67.13472,4.800,0.490,17.9
136.86208,22.98111,6.400,0.000,250.0
136.74958,1.46278,6.170,1.650,0.0
137.21792,51.60472,4.480,0.270,0.0
137.01708,32.54056,6.500,0.360,0.0
137.00042,29.65417,5.430,0.890,0.0
136.20000,-57.85250,6.440,0.250,0.0
136.93667,10.66806,5.240,-0.110,0.0
137.72958,63.51361,4.670,0.350,0.0
137.21292,33.88222,5.930,0.600,0.0
137.19708,26.62917,5.980,0.660,25.0
137.33958,22.04556,5.140,0.970,0.0
137.01208,-25.85833,4.580,1.590,76.9
136.64167,-55.80333,6.110,-0.150,0.0
137.17583,-8.58944,5.600,-0.060,0.0
136.81125,-51.21194,6.730,1.620,0.0
136.53167,-64.49972,6.370,1.350,0.0
138.51333,71.65583,6.550,0.960,0.0
136.99917,-43.43250,2.210,1.660,45.5
137.44333,11.56444,6.480,0.340,0.0
137.29792,-12.35778,5.770,0.940,0.0
137.18125,-26.76778,6.150,0.170,0.0
137.26792,-18.32861,5.730,0.000,0.0
137.66125,30.96306,5.950,1.670,0.0
137.58708,21.99639,6.010,0.900,0.0
137.39792,-8.78778,5.460,1.010,0.0
136.40958,-70.53889,4.710,-0.150,0.0
136.28667,-72.60278,4.480,0.610,41.7
137.48500,-30.36528,5.590,0.190,0.0
138.96917,72.94611,5.960,0.180,43.5
137.59583,-23.17667,6.530,0.000,0.0
137.43792,-49.42472,6.480,0.170,0.0
138.58583,61.42333,5.130,0.580,21.3
137.98167,5.46833,6.350,0.320,0.0
138.07333,14.99611,6.510,0.730,15.6
138.05375,3.86722,6.140,-0.010,0.0
